S.NO,University Name,District,12th Percentage,Entrance Percentage,Department,Output
367,Jamia Millia Islamia,New Delhi,84,50,Electronics and Communication Engineering,Yes
368,Jamia Millia Islamia,New Delhi,74,50,Civil Engineering,Yes
369,Jamia Millia Islamia,New Delhi,58,50,Mechanical Engineering,Yes
370,Jamia Millia Islamia,New Delhi,75,50,Mechanical Engineering,Yes
371,Jamia Millia Islamia,New Delhi,88,50,Mechanical Engineering,Yes
372,Jamia Millia Islamia,New Delhi,65,50,Mechanical Engineering,Yes
373,Jamia Millia Islamia,New Delhi,84,50,Computer Science and Engineering,Yes
374,Jamia Millia Islamia,New Delhi,90,50,Computer Science and Engineering,Yes
375,Jamia Millia Islamia,New Delhi,38,50,Computer Science and Engineering,No
376,Jamia Millia Islamia,New Delhi,46,50,Computer Science and Engineering,No
377,Jamia Millia Islamia,New Delhi,74,50,Electronics and Communication Engineering,Yes
378,Jamia Millia Islamia,New Delhi,38,50,Electronics and Communication Engineering,No
379,Jamia Millia Islamia,New Delhi,29,50,Electronics and Communication Engineering,No
380,Jamia Millia Islamia,New Delhi,62,50,Civil Engineering,Yes
381,Jamia Millia Islamia,New Delhi,28,50,Civil Engineering,No
382,Jamia Millia Islamia,New Delhi,19,50,Civil Engineering,No
383,Jamia Millia Islamia,New Delhi,43,50,Mechanical Engineering,No
384,Jamia Millia Islamia,New Delhi,30,50,Computer Science and Engineering,No
385,Jamia Millia Islamia,New Delhi,48,50,Electronics and Communication Engineering,No
386,Jamia Millia Islamia,New Delhi,45,50,Civil Engineering,No
387,Jamia Millia Islamia,New Delhi,34,50,Civil Engineering,No
388,Jamia Millia Islamia,New Delhi,28,50,Mechanical Engineering,No
389,Jamia Millia Islamia,New Delhi,35,50,Mechanical Engineering,No
390,Jamia Millia Islamia,New Delhi,16,50,Mechanical Engineering,No
391,Jamia Millia Islamia,New Delhi,72,50,Computer Science and Engineering,Yes
392,Jamia Millia Islamia,New Delhi,66,50,Electronics and Communication Engineering,Yes
393,Jawaharlal Nehru University,Pali,55,55,Electronics and Communication Engineering,Yes
394,Jawaharlal Nehru University,Pali,69,55,Electronics and Communication Engineering,Yes
395,Jawaharlal Nehru University,Pali,95,55,Electronics and Communication Engineering,Yes
396,Jawaharlal Nehru University,Pali,82,55,Electronics and Communication Engineering,Yes
397,Jawaharlal Nehru University,Pali,47,55,Electronics and Communication Engineering,No
398,Jawaharlal Nehru University,Pali,52,55,Electronics and Communication Engineering,No
399,Jawaharlal Nehru University,Pali,39,55,Electronics and Communication Engineering,No
400,Jawaharlal Nehru University,Pali,22,55,Electronics and Communication Engineering,No
401,Lovely Professional University,Phagwara,60,55,Electical and Electonics Engineering,Yes
402,Lovely Professional University,Phagwara,60,55,Electronics and Communication Engineering,Yes
403,Lovely Professional University,Phagwara,60,55,Civil Engineering,Yes
404,Lovely Professional University,Phagwara,60,55,Mechanical Engineering,Yes
405,Lovely Professional University,Phagwara,69,55,Computer Science and Engineering,Yes
406,Lovely Professional University,Phagwara,77,55,Electical and Electonics Engineering,Yes
407,Lovely Professional University,Phagwara,79,55,Electronics and Communication Engineering,Yes
408,Lovely Professional University,Phagwara,71,55,Civil Engineering,Yes
409,Lovely Professional University,Phagwara,86,55,Civil Engineering,Yes
410,Lovely Professional University,Phagwara,79,55,Mechanical Engineering,Yes
411,Lovely Professional University,Phagwara,96,55,Mechanical Engineering,Yes
412,Lovely Professional University,Phagwara,35,55,Computer Science and Engineering,No
413,Lovely Professional University,Phagwara,82,55,Electical and Electonics Engineering,Yes
414,Lovely Professional University,Phagwara,42,55,Electical and Electonics Engineering,No
415,Lovely Professional University,Phagwara,37,55,Electronics and Communication Engineering,No
416,Lovely Professional University,Phagwara,39,55,Civil Engineering,No
417,Lovely Professional University,Phagwara,84,55,Mechanical Engineering,Yes
418,Lovely Professional University,Phagwara,22,55,Mechanical Engineering,No
419,Lovely Professional University,Phagwara,59,55,Mechanical Engineering,No
420,Lovely Professional University,Phagwara,58,55,Computer Science and Engineering,No
421,Lovely Professional University,Phagwara,30,55,Electical and Electonics Engineering,No
422,Lovely Professional University,Phagwara,50,55,Electical and Electonics Engineering,No
423,Lovely Professional University,Phagwara,58,55,Electronics and Communication Engineering,No
424,Lovely Professional University,Phagwara,45,55,Civil Engineering,No
425,Lovely Professional University,Phagwara,53,55,Civil Engineering,No
426,Lovely Professional University,Phagwara,45,55,Mechanical Engineering,No
427,Lovely Professional University,Phagwara,35,55,Mechanical Engineering,No
428,Lovely Professional University,Phagwara,75,55,Computer Science and Engineering,Yes
429,Lovely Professional University,Phagwara,40,55,Computer Science and Engineering,No
430,Lovely Professional University,Phagwara,81,55,Electronics and Communication Engineering,Yes
431,Lovely Professional University,Phagwara,86,55,Computer Science and Engineering,Yes
432,Maharaja Sayajirao University of Baroda,Baroda,40,50,Computer Science and Engineering,Yes
433,Maharaja Sayajirao University of Baroda,Baroda,40,50,Electronics and Communication Engineering,Yes
434,Maharaja Sayajirao University of Baroda,Baroda,40,50,Civil Engineering,Yes
435,Maharaja Sayajirao University of Baroda,Baroda,40,50,Mechanical Engineering,Yes
436,Maharaja Sayajirao University of Baroda,Baroda,55,50,Computer Science and Engineering,Yes
437,Maharaja Sayajirao University of Baroda,Baroda,58,50,Electronics and Communication Engineering,Yes
438,Maharaja Sayajirao University of Baroda,Baroda,52,50,Civil Engineering,Yes
439,Maharaja Sayajirao University of Baroda,Baroda,87,50,Civil Engineering,Yes
440,Maharaja Sayajirao University of Baroda,Baroda,67,50,Mechanical Engineering,Yes
441,Maharaja Sayajirao University of Baroda,Baroda,32,50,Computer Science and Engineering,No
442,Maharaja Sayajirao University of Baroda,Baroda,24,50,Electronics and Communication Engineering,No
443,Maharaja Sayajirao University of Baroda,Baroda,74,50,Civil Engineering,Yes
444,Maharaja Sayajirao University of Baroda,Baroda,22,50,Civil Engineering,No
445,Maharaja Sayajirao University of Baroda,Baroda,38,50,Civil Engineering,No
446,Maharaja Sayajirao University of Baroda,Baroda,77,50,Mechanical Engineering,Yes
447,Maharaja Sayajirao University of Baroda,Baroda,39,50,Mechanical Engineering,No
448,Maharaja Sayajirao University of Baroda,Baroda,32,50,Mechanical Engineering,No
449,Maharaja Sayajirao University of Baroda,Baroda,29,50,Computer Science and Engineering,No
450,Maharaja Sayajirao University of Baroda,Baroda,39,50,Electronics and Communication Engineering,No
451,Maharaja Sayajirao University of Baroda,Baroda,30,50,Civil Engineering,No
452,Maharaja Sayajirao University of Baroda,Baroda,25,50,Mechanical Engineering,No
453,Maharaja Sayajirao University of Baroda,Baroda,69,50,Computer Science and Engineering,Yes
454,Maharaja Sayajirao University of Baroda,Baroda,89,50,Computer Science and Engineering,Yes
455,Maharaja Sayajirao University of Baroda,Baroda,67,50,Electronics and Communication Engineering,Yes
456,Manipal University,Jaipur,50,50,Electical and Electonics Engineering,Yes
457,Manipal University,Jaipur,59,50,Electical and Electonics Engineering,Yes
458,Manipal University,Jaipur,47,50,Electical and Electonics Engineering,No
459,Manipal University,Jaipur,32,50,Electical and Electonics Engineering,No
460,Manipal University,Jaipur,27,50,Electical and Electonics Engineering,No
461,Manipal University,Jaipur,77,50,Electical and Electonics Engineering,Yes
462,Manipal University,Jaipur,62,50,Electical and Electonics Engineering,Yes
463,National Institute of Technology Karnataka,Mangalore,60,75,Electical and Electonics Engineering,Yes
464,National Institute of Technology Karnataka,Mangalore,72,75,Electical and Electonics Engineering,Yes
465,National Institute of Technology Karnataka,Mangalore,43,75,Electical and Electonics Engineering,No
466,National Institute of Technology Karnataka,Mangalore,57,75,Electical and Electonics Engineering,No
467,National Institute of Technology Karnataka,Mangalore,27,75,Electical and Electonics Engineering,No
468,National Institute of Technology Karnataka,Mangalore,49,75,Electical and Electonics Engineering,No
469,National Institute of Technology Karnataka,Mangalore,39,75,Electical and Electonics Engineering,No
470,National Institute of Technology Karnataka,Mangalore,94,75,Electical and Electonics Engineering,Yes
471,National Institute of Technology Karnataka,Mangalore,87,75,Electical and Electonics Engineering,Yes
472,National Institute of Technology Tiruchirappalli,Tiruchirappalli,75,65,Computer Science and Engineering,Yes
473,National Institute of Technology Tiruchirappalli,Tiruchirappalli,75,65,Electical and Electonics Engineering,Yes
474,National Institute of Technology Tiruchirappalli,Tiruchirappalli,75,65,Electronics and Communication Engineering,Yes
475,National Institute of Technology Tiruchirappalli,Tiruchirappalli,75,65,Civil Engineering,Yes
476,National Institute of Technology Tiruchirappalli,Tiruchirappalli,75,65,Mechanical Engineering,Yes
477,National Institute of Technology Tiruchirappalli,Tiruchirappalli,95,65,Computer Science and Engineering,Yes
478,National Institute of Technology Tiruchirappalli,Tiruchirappalli,89,65,Computer Science and Engineering,Yes
479,National Institute of Technology Tiruchirappalli,Tiruchirappalli,80,65,Computer Science and Engineering,Yes
480,National Institute of Technology Tiruchirappalli,Tiruchirappalli,89,65,Electical and Electonics Engineering,Yes
481,National Institute of Technology Tiruchirappalli,Tiruchirappalli,91,65,Electronics and Communication Engineering,Yes
482,National Institute of Technology Tiruchirappalli,Tiruchirappalli,79,65,Electronics and Communication Engineering,Yes
483,National Institute of Technology Tiruchirappalli,Tiruchirappalli,93,65,Civil Engineering,Yes
484,National Institute of Technology Tiruchirappalli,Tiruchirappalli,82,65,Mechanical Engineering,Yes
485,National Institute of Technology Tiruchirappalli,Tiruchirappalli,95,65,Mechanical Engineering,Yes
486,National Institute of Technology Tiruchirappalli,Tiruchirappalli,89,65,Mechanical Engineering,Yes
487,National Institute of Technology Tiruchirappalli,Tiruchirappalli,65,65,Computer Science and Engineering,No
488,National Institute of Technology Tiruchirappalli,Tiruchirappalli,36,65,Electical and Electonics Engineering,No
489,National Institute of Technology Tiruchirappalli,Tiruchirappalli,84,65,Electronics and Communication Engineering,Yes
490,National Institute of Technology Tiruchirappalli,Tiruchirappalli,70,65,Electronics and Communication Engineering,No
491,National Institute of Technology Tiruchirappalli,Tiruchirappalli,63,65,Electronics and Communication Engineering,No
492,National Institute of Technology Tiruchirappalli,Tiruchirappalli,84,65,Civil Engineering,Yes
493,National Institute of Technology Tiruchirappalli,Tiruchirappalli,67,65,Civil Engineering,No
494,National Institute of Technology Tiruchirappalli,Tiruchirappalli,50,65,Civil Engineering,No
495,National Institute of Technology Tiruchirappalli,Tiruchirappalli,72,65,Civil Engineering,No
496,National Institute of Technology Tiruchirappalli,Tiruchirappalli,69,65,Mechanical Engineering,No
497,National Institute of Technology Tiruchirappalli,Tiruchirappalli,52,65,Mechanical Engineering,No
498,National Institute of Technology Tiruchirappalli,Tiruchirappalli,35,65,Mechanical Engineering,No
499,National Institute of Technology Tiruchirappalli,Tiruchirappalli,39,65,Computer Science and Engineering,No
500,National Institute of Technology Tiruchirappalli,Tiruchirappalli,46,65,Electical and Electonics Engineering,No
501,National Institute of Technology Tiruchirappalli,Tiruchirappalli,38,65,Electronics and Communication Engineering,No
502,National Institute of Technology Tiruchirappalli,Tiruchirappalli,34,65,Civil Engineering,No
503,National Institute of Technology Tiruchirappalli,Tiruchirappalli,20,65,Mechanical Engineering,No
504,National Institute of Technology Tiruchirappalli,Tiruchirappalli,47,65,Computer Science and Engineering,No
505,National Institute of Technology Tiruchirappalli,Tiruchirappalli,53,65,Computer Science and Engineering,No
506,National Institute of Technology Tiruchirappalli,Tiruchirappalli,21,65,Electical and Electonics Engineering,No
507,National Institute of Technology Tiruchirappalli,Tiruchirappalli,65,65,Electical and Electonics Engineering,No
508,National Institute of Technology Tiruchirappalli,Tiruchirappalli,80,65,Electical and Electonics Engineering,Yes
509,National Institute of Technology Tiruchirappalli,Tiruchirappalli,57,65,Electronics and Communication Engineering,No
510,"National Institute of Technology, Warangal",Warangal,75,75,Electical and Electonics Engineering,Yes
511,"National Institute of Technology, Warangal",Warangal,84,75,Electical and Electonics Engineering,Yes
512,"National Institute of Technology, Warangal",Warangal,58,75,Electical and Electonics Engineering,No
513,"National Institute of Technology, Warangal",Warangal,39,75,Electical and Electonics Engineering,No
514,"National Institute of Technology, Warangal",Warangal,69,75,Electical and Electonics Engineering,No
515,"National Institute of Technology, Warangal",Warangal,76,75,Electical and Electonics Engineering,Yes
516,NIMS University,Chitanukalan,45,50,Computer Science and Engineering,Yes
517,NIMS University,Chitanukalan,50,50,Computer Science and Engineering,Yes
518,NIMS University,Chitanukalan,35,50,Computer Science and Engineering,No
519,NIMS University,Chitanukalan,39,50,Computer Science and Engineering,No
520,NIMS University,Chitanukalan,44,50,Computer Science and Engineering,No
521,NIMS University,Chitanukalan,24,50,Computer Science and Engineering,No
522,NIMS University,Chitanukalan,64,50,Computer Science and Engineering,Yes
523,NIMS University,Chitanukalan,79,50,Computer Science and Engineering,Yes
524,PES University,Bangalore,50,60,Electical and Electonics Engineering,Yes
525,PES University,Bangalore,78,60,Electical and Electonics Engineering,Yes
526,PES University,Bangalore,46,60,Electical and Electonics Engineering,No
527,PES University,Bangalore,34,60,Electical and Electonics Engineering,No
528,PES University,Bangalore,21,60,Electical and Electonics Engineering,No
529,PES University,Bangalore,66,60,Electical and Electonics Engineering,Yes
530,"Presidency University, Bangalore",Bangalore,50,45,Electical and Electonics Engineering,Yes
531,"Presidency University, Bangalore",Bangalore,59,45,Electical and Electonics Engineering,Yes
532,"Presidency University, Bangalore",Bangalore,23,45,Electical and Electonics Engineering,No
533,"Presidency University, Bangalore",Bangalore,39,45,Electical and Electonics Engineering,No
534,"Presidency University, Bangalore",Bangalore,18,45,Electical and Electonics Engineering,No
535,"Presidency University, Bangalore",Bangalore,67,45,Electical and Electonics Engineering,Yes
536,"Presidency University, Bangalore",Bangalore,46,45,Electical and Electonics Engineering,No
537,"Presidency University, Bangalore",Bangalore,71,45,Electical and Electonics Engineering,Yes
538,REVA University,Bangalore,45,50,Electical and Electonics Engineering,Yes
539,REVA University,Bangalore,45,50,Electronics and Communication Engineering,Yes
540,REVA University,Bangalore,45,50,Civil Engineering,Yes
541,REVA University,Bangalore,45,50,Mechanical Engineering,Yes
542,REVA University,Bangalore,69,50,Electical and Electonics Engineering,Yes
543,REVA University,Bangalore,81,50,Electical and Electonics Engineering,Yes
544,REVA University,Bangalore,50,50,Electical and Electonics Engineering,Yes
545,REVA University,Bangalore,50,50,Electronics and Communication Engineering,Yes
546,REVA University,Bangalore,81,50,Electronics and Communication Engineering,Yes
547,REVA University,Bangalore,71,50,Civil Engineering,Yes
548,REVA University,Bangalore,52,50,Civil Engineering,Yes
549,REVA University,Bangalore,69,50,Civil Engineering,Yes
550,REVA University,Bangalore,87,50,Civil Engineering,Yes
551,REVA University,Bangalore,60,50,Mechanical Engineering,Yes
552,REVA University,Bangalore,54,50,Mechanical Engineering,Yes
553,REVA University,Bangalore,75,50,Mechanical Engineering,Yes
554,REVA University,Bangalore,16,50,Electical and Electonics Engineering,No
555,REVA University,Bangalore,36,50,Electronics and Communication Engineering,No
556,REVA University,Bangalore,40,50,Civil Engineering,No
557,REVA University,Bangalore,18,50,Civil Engineering,No
558,REVA University,Bangalore,27,50,Civil Engineering,No
559,REVA University,Bangalore,34,50,Mechanical Engineering,No
560,REVA University,Bangalore,29,50,Mechanical Engineering,No
561,REVA University,Bangalore,43,50,Mechanical Engineering,No
562,REVA University,Bangalore,40,50,Electical and Electonics Engineering,No
563,REVA University,Bangalore,38,50,Electical and Electonics Engineering,No
564,REVA University,Bangalore,40,50,Electronics and Communication Engineering,No
565,REVA University,Bangalore,29,50,Electronics and Communication Engineering,No
566,REVA University,Bangalore,35,50,Civil Engineering,No
567,REVA University,Bangalore,16,50,Mechanical Engineering,No
568,REVA University,Bangalore,29,50,Electical and Electonics Engineering,No
569,REVA University,Bangalore,34,50,Electical and Electonics Engineering,No
570,REVA University,Bangalore,78,50,Electronics and Communication Engineering,Yes
571,REVA University,Bangalore,65,50,Electronics and Communication Engineering,Yes
572,REVA University,Bangalore,25,50,Electronics and Communication Engineering,No
573,REVA University,Bangalore,9,50,Electronics and Communication Engineering,No
574,Sathyabama Institute of Science and Technology,Chennai,45,45,Computer Science and Engineering,Yes
575,Sathyabama Institute of Science and Technology,Chennai,45,45,Electical and Electonics Engineering,Yes
576,Sathyabama Institute of Science and Technology,Chennai,45,45,Electronics and Communication Engineering,Yes
577,Sathyabama Institute of Science and Technology,Chennai,45,45,Civil Engineering,Yes
578,Sathyabama Institute of Science and Technology,Chennai,45,45,Mechanical Engineering,Yes
579,Sathyabama Institute of Science and Technology,Chennai,73,45,Computer Science and Engineering,Yes
580,Sathyabama Institute of Science and Technology,Chennai,86,45,Computer Science and Engineering,Yes
581,Sathyabama Institute of Science and Technology,Chennai,55,45,Computer Science and Engineering,Yes
582,Sathyabama Institute of Science and Technology,Chennai,86,45,Electical and Electonics Engineering,Yes
583,Sathyabama Institute of Science and Technology,Chennai,58,45,Electronics and Communication Engineering,Yes
584,Sathyabama Institute of Science and Technology,Chennai,78,45,Electronics and Communication Engineering,Yes
585,Sathyabama Institute of Science and Technology,Chennai,69,45,Electronics and Communication Engineering,Yes
586,Sathyabama Institute of Science and Technology,Chennai,64,45,Civil Engineering,Yes
587,Sathyabama Institute of Science and Technology,Chennai,76,45,Civil Engineering,Yes
588,Sathyabama Institute of Science and Technology,Chennai,68,45,Mechanical Engineering,Yes
589,Sathyabama Institute of Science and Technology,Chennai,77,45,Mechanical Engineering,Yes
590,Sathyabama Institute of Science and Technology,Chennai,19,45,Mechanical Engineering,No
591,Sathyabama Institute of Science and Technology,Chennai,55,45,Mechanical Engineering,Yes
592,Sathyabama Institute of Science and Technology,Chennai,40,45,Computer Science and Engineering,No
593,Sathyabama Institute of Science and Technology,Chennai,40,45,Electical and Electonics Engineering,No
594,Sathyabama Institute of Science and Technology,Chennai,35,45,Electronics and Communication Engineering,No
595,Sathyabama Institute of Science and Technology,Chennai,15,45,Civil Engineering,No
596,Sathyabama Institute of Science and Technology,Chennai,29,45,Civil Engineering,No
597,Sathyabama Institute of Science and Technology,Chennai,40,45,Civil Engineering,No
598,Sathyabama Institute of Science and Technology,Chennai,29,45,Mechanical Engineering,No
599,Sathyabama Institute of Science and Technology,Chennai,34,45,Mechanical Engineering,No
600,Sathyabama Institute of Science and Technology,Chennai,33,45,Computer Science and Engineering,No
601,Sathyabama Institute of Science and Technology,Chennai,37,45,Electical and Electonics Engineering,No
602,Sathyabama Institute of Science and Technology,Chennai,15,45,Electical and Electonics Engineering,No
603,Sathyabama Institute of Science and Technology,Chennai,39,45,Electronics and Communication Engineering,No
604,Sathyabama Institute of Science and Technology,Chennai,43,45,Electronics and Communication Engineering,No
605,Sathyabama Institute of Science and Technology,Chennai,36,45,Civil Engineering,No
606,Sathyabama Institute of Science and Technology,Chennai,40,45,Mechanical Engineering,No
607,Sathyabama Institute of Science and Technology,Chennai,25,45,Electical and Electonics Engineering,No
608,Sathyabama Institute of Science and Technology,Chennai,57,45,Electical and Electonics Engineering,Yes
609,Sathyabama Institute of Science and Technology,Chennai,70,45,Electical and Electonics Engineering,Yes
610,Sathyabama Institute of Science and Technology,Chennai,19,45,Computer Science and Engineering,No
611,Sathyabama Institute of Science and Technology,Chennai,21,45,Computer Science and Engineering,No
612,Sathyabama Institute of Science and Technology,Chennai,27,45,Electronics and Communication Engineering,No
613,Savitribai Phule Pune University,Pune,55,55,Computer Science and Engineering,Yes
614,Savitribai Phule Pune University,Pune,55,55,Electical and Electonics Engineering,Yes
615,Savitribai Phule Pune University,Pune,55,55,Electronics and Communication Engineering,Yes
616,Savitribai Phule Pune University,Pune,55,55,Mechanical Engineering,Yes
617,Savitribai Phule Pune University,Pune,74,55,Computer Science and Engineering,Yes
618,Savitribai Phule Pune University,Pune,89,55,Computer Science and Engineering,Yes
619,Savitribai Phule Pune University,Pune,60,55,Computer Science and Engineering,Yes
620,Savitribai Phule Pune University,Pune,64,55,Electical and Electonics Engineering,Yes
621,Savitribai Phule Pune University,Pune,79,55,Electical and Electonics Engineering,Yes
622,Savitribai Phule Pune University,Pune,52,55,Electical and Electonics Engineering,No
623,Savitribai Phule Pune University,Pune,95,55,Electical and Electonics Engineering,Yes
624,Savitribai Phule Pune University,Pune,69,55,Electronics and Communication Engineering,Yes
625,Savitribai Phule Pune University,Pune,75,55,Electronics and Communication Engineering,Yes
626,Savitribai Phule Pune University,Pune,88,55,Electronics and Communication Engineering,Yes
627,Savitribai Phule Pune University,Pune,61,55,Mechanical Engineering,Yes
628,Savitribai Phule Pune University,Pune,74,55,Mechanical Engineering,Yes
629,Savitribai Phule Pune University,Pune,79,55,Mechanical Engineering,Yes
630,Savitribai Phule Pune University,Pune,93,55,Mechanical Engineering,Yes
631,Savitribai Phule Pune University,Pune,85,55,Mechanical Engineering,Yes
632,Savitribai Phule Pune University,Pune,66,55,Computer Science and Engineering,Yes
633,Savitribai Phule Pune University,Pune,50,55,Computer Science and Engineering,No
634,Savitribai Phule Pune University,Pune,10,55,Computer Science and Engineering,No
635,Savitribai Phule Pune University,Pune,30,55,Computer Science and Engineering,No
636,Savitribai Phule Pune University,Pune,27,55,Computer Science and Engineering,No
637,Savitribai Phule Pune University,Pune,45,55,Computer Science and Engineering,No
638,Savitribai Phule Pune University,Pune,23,55,Electical and Electonics Engineering,No
639,Savitribai Phule Pune University,Pune,39,55,Electronics and Communication Engineering,No
640,Savitribai Phule Pune University,Pune,39,55,Mechanical Engineering,No
641,Savitribai Phule Pune University,Pune,36,55,Computer Science and Engineering,No
642,Savitribai Phule Pune University,Pune,49,55,Electical and Electonics Engineering,No
643,Savitribai Phule Pune University,Pune,36,55,Electical and Electonics Engineering,No
644,Savitribai Phule Pune University,Pune,48,55,Electronics and Communication Engineering,No
645,Savitribai Phule Pune University,Pune,47,55,Mechanical Engineering,No
646,Savitribai Phule Pune University,Pune,29,55,Mechanical Engineering,No
647,Savitribai Phule Pune University,Pune,52,55,Mechanical Engineering,No
648,Savitribai Phule Pune University,Pune,17,55,Mechanical Engineering,No
649,Savitribai Phule Pune University,Pune,50,55,Mechanical Engineering,No
650,Savitribai Phule Pune University,Pune,22,55,Electronics and Communication Engineering,No
651,Savitribai Phule Pune University,Pune,30,55,Electronics and Communication Engineering,No
652,SRM Institute of Science and Technology,Chennai,50,60,Computer Science and Engineering,Yes
653,SRM Institute of Science and Technology,Chennai,50,60,Electical and Electonics Engineering,Yes
654,SRM Institute of Science and Technology,Chennai,50,60,Electronics and Communication Engineering,Yes
655,SRM Institute of Science and Technology,Chennai,50,60,Civil Engineering,Yes
656,SRM Institute of Science and Technology,Chennai,50,60,Mechanical Engineering,Yes
657,SRM Institute of Science and Technology,Chennai,75,60,Computer Science and Engineering,Yes
658,SRM Institute of Science and Technology,Chennai,92,60,Computer Science and Engineering,Yes
659,SRM Institute of Science and Technology,Chennai,89,60,Computer Science and Engineering,Yes
660,SRM Institute of Science and Technology,Chennai,62,60,Computer Science and Engineering,Yes
661,SRM Institute of Science and Technology,Chennai,75,60,Electical and Electonics Engineering,Yes
662,SRM Institute of Science and Technology,Chennai,88,60,Electical and Electonics Engineering,Yes
663,SRM Institute of Science and Technology,Chennai,60,60,Electical and Electonics Engineering,Yes
664,SRM Institute of Science and Technology,Chennai,65,60,Electronics and Communication Engineering,Yes
665,SRM Institute of Science and Technology,Chennai,78,60,Civil Engineering,Yes
666,SRM Institute of Science and Technology,Chennai,83,60,Civil Engineering,Yes
667,SRM Institute of Science and Technology,Chennai,69,60,Civil Engineering,Yes
668,SRM Institute of Science and Technology,Chennai,75,60,Mechanical Engineering,Yes
669,SRM Institute of Science and Technology,Chennai,88,60,Mechanical Engineering,Yes
670,SRM Institute of Science and Technology,Chennai,69,60,Mechanical Engineering,Yes
671,SRM Institute of Science and Technology,Chennai,31,60,Computer Science and Engineering,No
672,SRM Institute of Science and Technology,Chennai,39,60,Electical and Electonics Engineering,No
673,SRM Institute of Science and Technology,Chennai,39,60,Electronics and Communication Engineering,No
674,SRM Institute of Science and Technology,Chennai,47,60,Civil Engineering,No
675,SRM Institute of Science and Technology,Chennai,36,60,Mechanical Engineering,No
676,SRM Institute of Science and Technology,Chennai,22,60,Computer Science and Engineering,No
677,SRM Institute of Science and Technology,Chennai,15,60,Computer Science and Engineering,No
678,SRM Institute of Science and Technology,Chennai,47,60,Computer Science and Engineering,No
679,SRM Institute of Science and Technology,Chennai,39,60,Computer Science and Engineering,No
680,SRM Institute of Science and Technology,Chennai,25,60,Electical and Electonics Engineering,No
681,SRM Institute of Science and Technology,Chennai,48,60,Electical and Electonics Engineering,No
682,SRM Institute of Science and Technology,Chennai,10,60,Electical and Electonics Engineering,No
683,SRM Institute of Science and Technology,Chennai,45,60,Electronics and Communication Engineering,No
684,SRM Institute of Science and Technology,Chennai,19,60,Electronics and Communication Engineering,No
685,SRM Institute of Science and Technology,Chennai,26,60,Electronics and Communication Engineering,No
686,SRM Institute of Science and Technology,Chennai,29,60,Civil Engineering,No
687,SRM Institute of Science and Technology,Chennai,22,60,Civil Engineering,No
688,SRM Institute of Science and Technology,Chennai,36,60,Civil Engineering,No
689,SRM Institute of Science and Technology,Chennai,46,60,Mechanical Engineering,No
690,SRM Institute of Science and Technology,Chennai,42,60,Mechanical Engineering,No
691,SRM Institute of Science and Technology,Chennai,24,60,Mechanical Engineering,No
692,SRM Institute of Science and Technology,Chennai,86,60,Electronics and Communication Engineering,Yes
693,SRM Institute of Science and Technology,Chennai,72,60,Electronics and Communication Engineering,Yes
694,Techno India University,Kolkata,60,60,Civil Engineering,Yes
695,Techno India University,Kolkata,74,60,Civil Engineering,Yes
696,Techno India University,Kolkata,82,60,Civil Engineering,Yes
697,Techno India University,Kolkata,69,60,Civil Engineering,Yes
698,Techno India University,Kolkata,51,60,Civil Engineering,No
699,Techno India University,Kolkata,58,60,Civil Engineering,No
700,Techno India University,Kolkata,39,60,Civil Engineering,No
701,Techno India University,Kolkata,25,60,Civil Engineering,No
702,Techno India University,Kolkata,46,60,Civil Engineering,No
703,University of Delhi,New Delhi,50,45,Computer Science and Engineering,Yes
704,University of Delhi,New Delhi,50,45,Electronics and Communication Engineering,Yes
705,University of Delhi,New Delhi,74,45,Computer Science and Engineering,Yes
706,University of Delhi,New Delhi,87,45,Computer Science and Engineering,Yes
707,University of Delhi,New Delhi,60,45,Computer Science and Engineering,Yes
708,University of Delhi,New Delhi,80,45,Electronics and Communication Engineering,Yes
709,University of Delhi,New Delhi,76,45,Electronics and Communication Engineering,Yes
710,University of Delhi,New Delhi,63,45,Electronics and Communication Engineering,Yes
711,University of Delhi,New Delhi,29,45,Computer Science and Engineering,No
712,University of Delhi,New Delhi,33,45,Computer Science and Engineering,No
713,University of Delhi,New Delhi,39,45,Computer Science and Engineering,No
714,University of Delhi,New Delhi,38,45,Electronics and Communication Engineering,No
715,University of Delhi,New Delhi,42,45,Computer Science and Engineering,No
716,University of Delhi,New Delhi,46,45,Electronics and Communication Engineering,No
717,University of Delhi,New Delhi,26,45,Electronics and Communication Engineering,No
718,University of Delhi,New Delhi,33,45,Electronics and Communication Engineering,No
719,University of Hyderabad,Hyderabad,60,60,Computer Science and Engineering,Yes
720,University of Hyderabad,Hyderabad,60,60,Electronics and Communication Engineering,Yes
721,University of Hyderabad,Hyderabad,79,60,Computer Science and Engineering,Yes
722,University of Hyderabad,Hyderabad,65,60,Computer Science and Engineering,Yes
723,University of Hyderabad,Hyderabad,71,60,Electronics and Communication Engineering,Yes
724,University of Hyderabad,Hyderabad,64,60,Electronics and Communication Engineering,Yes
725,University of Hyderabad,Hyderabad,85,60,Electronics and Communication Engineering,Yes
726,University of Hyderabad,Hyderabad,19,60,Computer Science and Engineering,No
727,University of Hyderabad,Hyderabad,43,60,Electronics and Communication Engineering,No
728,University of Hyderabad,Hyderabad,38,60,Computer Science and Engineering,No
729,University of Hyderabad,Hyderabad,35,60,Electronics and Communication Engineering,No
